UBIGEO,DISTRITO,PROVINCIA,DEPARTAMEN,area_km2,densidad,descargas_anio,altitud,estrato,legacy_N,legacy_py,legacy_tasa,legacy_letalidad
100109,SANTA MARIA DEL VALLE,HUANUCO,HUANUCO,452,1.14,515,3346.5036453202,2500-3500,0,197190.540466962,0,0
100110,YARUMAYO,HUANUCO,HUANUCO,61.7,1.27,78,3407.64595375723,2500-3500,0,14221.0025188917,0,0
100111,PILLCO MARCA,HUANUCO,HUANUCO,77.3,0.5,39,2877.25115740741,2500-3500,0,471156.676453101,0,0
100112,YACUS,HUANUCO,HUANUCO,70.8,3.13,222,3898.63316582915,>3500,0,44626.6632692308,0,0
100113,SAN PABLO DE PILLAO,HUANUCO,HUANUCO,592.7,4.39,2602,2378.4062923378,1500-2500,0,72265.1295318127,0,0
100201,AMBO,AMBO,HUANUCO,287,0.92,264,3348.11525318422,2500-3500,0,211273.985623846,0,0
100202,CAYNA,AMBO,HUANUCO,157,6.6,1036,3686.01865460712,>3500,0,20572.3310539019,0,0
100203,COLPAS,AMBO,HUANUCO,176.9,3.91,692,3786.25528700906,>3500,0,13994.8823529412,0,0
100204,CONCHAMARCA,AMBO,HUANUCO,112.1,2.33,261,3130.92209856916,2500-3500,0,38300.718067505,0,0
100205,HUACAR,AMBO,HUANUCO,237.9,1.64,390,3093.55701425356,2500-3500,0,71511.0123609394,0,0
100206,SAN FRANCISCO,AMBO,HUANUCO,118.9,3.94,468,3567.09274495138,>3500,0,11698.5466939332,0,0
100207,SAN RAFAEL,AMBO,HUANUCO,440.4,2.59,1141,3755.07063347501,>3500,0,76178.0833610834,0,0
100208,TOMAY KICHWA,AMBO,HUANUCO,41.6,2.33,97,2984.89439655172,2500-3500,0,29085.0493755446,0,0
100301,LA UNION,DOS DE MAYO,HUANUCO,169.3,4.69,794,3861.87086614173,>3500,0,63615.5804988662,0,0
100307,CHUQUIS,DOS DE MAYO,HUANUCO,151.7,2.99,454,4055.49852681202,>3500,0,26756.4227467811,0,0
100311,MARIAS,DOS DE MAYO,HUANUCO,642.6,5.51,3541,3717.95517002082,>3500,0,47989.096779839,0,0
100313,PACHAS,DOS DE MAYO,HUANUCO,269,4.57,1229,3917.52414021164,>3500,0,40597.5833172427,0,0
100316,QUIVILLA,DOS DE MAYO,HUANUCO,37.2,3.38,126,3949.36803874092,>3500,0,9298.32525951557,0,0
100317,RIPAN,DOS DE MAYO,HUANUCO,76.2,3.8,290,3785.07728337237,>3500,0,46467.1803762449,0,0
100321,SHUNQUI,DOS DE MAYO,HUANUCO,32.6,6.37,208,3599.60055096419,>3500,1,13430.5825183374,74.4569342867037,534.188034188034
100322,SILLAPATA,DOS DE MAYO,HUANUCO,73,9.31,680,3708.83088235294,>3500,0,14193.6697247706,0,0
100323,YANAS,DOS DE MAYO,HUANUCO,37.3,6.84,255,3491.07281553398,2500-3500,0,18961.9801499779,0,0
100401,HUACAYBAMBA,HUACAYBAMBA,HUANUCO,551.7,3.39,1870,3531.33912337662,>3500,1,51083.6528532609,19.5757339999261,59.41770647653
100402,CANCHABAMBA,HUACAYBAMBA,HUANUCO,184.6,1.97,364,3531.71179039301,>3500,0,24039.160130719,0,0
100403,COCHABAMBA,HUACAYBAMBA,HUANUCO,682.7,3.99,2724,2622.86673648383,2500-3500,0,12413.9686888454,0,0
100404,PINRA,HUACAYBAMBA,HUANUCO,285.9,2.31,660,3630.42428035044,>3500,1,55914.5689018764,17.88442653926,168.350168350168
100501,LLATA,HUAMALIES,HUANUCO,414,3.66,1515,4066.58214747736,>3500,0,121920.497688195,0,0
100502,ARANCAY,HUAMALIES,HUANUCO,117.7,0.92,108,3315.68060836502,2500-3500,0,11426.666173205,0,0
100503,CHAVIN DE PARIARCA,HUAMALIES,HUANUCO,92.7,1.67,155,3689.23648648649,>3500,0,33986.230296827,0,0
100504,JACAS GRANDE,HUAMALIES,HUANUCO,219.4,2.88,632,4085.85209264527,>3500,0,52006.1940248406,0,0
100505,JIRCAN,HUAMALIES,HUANUCO,238.7,4.61,1100,2960.25934230194,2500-3500,0,10567.0538116592,0,0
100506,MIRAFLORES,HUAMALIES,HUANUCO,94.9,2.37,225,3984.47279549719,>3500,1,27463.1825095057,36.4123859153569,493.827160493827
100507,MONZON,HUAMALIES,HUANUCO,1403.4,12.17,17079,2213.93949044586,1500-2500,0,103856.438596491,0,0
100508,PUNCHAO,HUAMALIES,HUANUCO,40.8,2.94,120,3806.48565121413,>3500,0,17299.3369890329,0,0
100509,PUÑOS,HUAMALIES,HUANUCO,98.3,2.94,289,3981.76663628077,>3500,1,36379.4003334127,27.4880836636977,384.467512495194
100510,SINGA,HUAMALIES,HUANUCO,159.8,2.28,364,3955.359375,>3500,0,26407.4410914928,0,0
100511,TANTAMAYO,HUAMALIES,HUANUCO,280.7,1.68,472,3938.47594775406,>3500,0,14363.2051282051,0,0
100601,RUPA-RUPA,LEONCIO PRADO,HUANUCO,260.5,34.46,8977,852.128943758573,500-1500,0,528049.915892275,0,0
100602,DANIEL ALOMIA ROBLES,LEONCIO PRADO,HUANUCO,539.8,16.9,9123,1570.36698612029,1500-2500,0,61844.1683413427,0,0
100603,HERMILIO VALDIZAN,LEONCIO PRADO,HUANUCO,285.6,22.84,6523,1297.32528987778,500-1500,0,32767.0024298056,0,0
100604,JOSE CRESPO Y CASTILLO,LEONCIO PRADO,HUANUCO,1501.6,21.45,32209,1282.50541860188,500-1500,1,213369.842118655,4.68669794227012,3.44969142510203
100605,LUYANDO,LEONCIO PRADO,HUANUCO,111.4,22.8,2540,737.539759036145,500-1500,0,85119.8405135824,0,0
100606,MARIANO DAMASO BERAUN,LEONCIO PRADO,HUANUCO,746.2,18.43,13752,1407.42261264491,500-1500,0,100995.741894584,0,0
100607,PUCAYACU,LEONCIO PRADO,HUANUCO,761.8,24.26,18481,1338.77309048179,500-1500,0,35289.0255102041,0,0
100608,CASTILLO GRANDE,LEONCIO PRADO,HUANUCO,104.3,26.39,2752,743.317909168809,500-1500,0,127410.871116226,0,0
100609,PUEBLO NUEVO,LEONCIO PRADO,HUANUCO,320.1,23.63,7564,1013.01846670397,500-1500,0,39036.0442138507,0,0
100610,SANTO DOMINGO DE ANDA,LEONCIO PRADO,HUANUCO,280.6,24.29,6816,1200.56469088591,500-1500,0,23489.2314814815,0,0
100701,HUACRACHUCO,MARAÑON,HUANUCO,701.1,2.16,1514,3489.36163963734,2500-3500,1,135809.08558975,7.36327761620295,73.3891090562161
100702,CHOLON,MARAÑON,HUANUCO,2201.9,11.11,24463,2648.14208472234,2500-3500,0,50146.8809856694,0,0
100703,SAN BUENAVENTURA,MARAÑON,HUANUCO,92.6,1.01,94,3509.97396335583,>3500,0,18378.5404394577,0,0
100704,LA MORADA,MARAÑON,HUANUCO,906.2,25.93,23498,1318.93439226519,500-1500,0,33045.2881405564,0,0
100705,SANTA ROSA DE ALTO YANAJANCA,MARAÑON,HUANUCO,1042.6,18.63,19424,2180.82898351648,1500-2500,0,24144.25625,0,0
100801,PANAO,PACHITEA,HUANUCO,1609.1,2.5,4023,3337.98177991915,2500-3500,0,161197.649554426,0,0
100802,CHAGLLA,PACHITEA,HUANUCO,1078,5.13,5530,2219.89386030326,1500-2500,0,89493.3948469291,0,0
100803,MOLINO,PACHITEA,HUANUCO,237.7,2.75,654,3466.71584084084,2500-3500,0,93985.6862194016,0,0
100804,UMARI,PACHITEA,HUANUCO,157.1,3.06,481,2762.15476190476,2500-3500,0,93972.4459121742,0,0
100901,PUERTO INCA,PUERTO INCA,HUANUCO,2389.4,33.36,79710,409.238347972342,0-500,0,96244.3287958115,0,0
100902,CODO DEL POZUZO,PUERTO INCA,HUANUCO,3221.3,39.25,126436,859.6167566819,500-1500,0,75028.1096094235,0,0
100903,HONORIA,PUERTO INCA,HUANUCO,948.5,23.5,22290,184.270943396226,0-500,0,42333.7413509061,0,0
100904,TOURNAVISTA,PUERTO INCA,HUANUCO,1739.6,31.71,55163,281.127009398593,0-500,0,59302.0095015576,0,0
100905,YUYAPICHIS,PUERTO INCA,HUANUCO,2065.1,31.82,65711,332.62030676172,0-500,0,60694.6302207637,0,0
101001,JESUS,LAURICOCHA,HUANUCO,454.9,5.41,2461,4250.78410647876,>3500,1,33701.958863859,29.6718657820324,45.1487651812723
101002,BAÑOS,LAURICOCHA,HUANUCO,192.1,5,960,4181.85754060325,>3500,0,13393.446509009,0,0
101003,JIVIA,LAURICOCHA,HUANUCO,62.1,4.05,252,3803.85612535613,>3500,0,8626.60357142857,0,0
101004,QUEROPALCA,LAURICOCHA,HUANUCO,133.3,4.58,611,4457.16889185581,>3500,0,7894.37037037037,0,0
101005,RONDOS,LAURICOCHA,HUANUCO,172.6,4.15,716,3904.51058337636,>3500,0,28293.387294511,0,0
101006,SAN FRANCISCO DE ASIS,LAURICOCHA,HUANUCO,86.3,3.92,338,3817.128125,>3500,1,9770.46291768541,102.349295875215,328.731097961867
101007,SAN MIGUEL DE CAURI,LAURICOCHA,HUANUCO,821,8.02,6584,4237.69138080764,>3500,2,43915.2384401114,45.542278057478,33.7518563520994
101101,CHAVINILLO,YAROWILCA,HUANUCO,206.2,3.62,746,4001.7508650519,>3500,0,39401.0728462838,0,0
101102,CAHUAC,YAROWILCA,HUANUCO,29.6,7.38,218,3757.40361445783,>3500,0,8215.15503875969,0,0
101103,CHACABAMBA,YAROWILCA,HUANUCO,16.4,5.77,95,3635.36898395722,>3500,0,7910.29364278507,0,0
101104,APARICIO POMARES,YAROWILCA,HUANUCO,183.7,9.18,1686,4036.8920758386,>3500,0,40569.4875437513,0,0
101105,JACAS CHICO,YAROWILCA,HUANUCO,38,2.71,103,3901.41509433962,>3500,0,8562.95291902072,0,0
101106,OBAS,YAROWILCA,HUANUCO,124.2,4.14,514,3796.95382395382,>3500,0,31603.3276131045,0,0
101107,PAMPAMARCA,YAROWILCA,HUANUCO,73,6.38,466,3825.07926829268,>3500,0,8409.7244611059,0,0
101108,CHORAS,YAROWILCA,HUANUCO,61,4.92,300,3888.91336270191,>3500,0,15929.1755454084,0,0
110101,ICA,ICA,ICA,886.5,0.4,355,549.66135734072,500-1500,0,1557963.08340113,0,0
110102,LA TINGUIÑA,ICA,ICA,81.6,0.47,38,613.013993541443,500-1500,0,429097.621786122,0,0
110103,LOS AQUIJES,ICA,ICA,90.7,0,0,712.118955512573,500-1500,0,233892.142320585,0,
110104,OCUCAJE,ICA,ICA,1399.8,0.29,406,487.950153422256,0-500,0,47665.5620248099,0,0
110105,PACHACUTEC,ICA,ICA,41.4,0,0,433.012738853503,0-500,0,76568.6696406444,0,
110106,PARCONA,ICA,ICA,17.2,0,0,440.252577319588,0-500,0,549134.822781395,0,
110107,PUEBLO NUEVO,ICA,ICA,30.7,0,0,443.467236467237,0-500,0,70662.4653739612,0,
110108,SALAS,ICA,ICA,657.4,0.83,546,474.156542681295,0-500,1,275587.162660092,3.62861604418562,203.500203500204
110109,SAN JOSE DE LOS MOLINOS,ICA,ICA,360.3,0.63,227,1277.79243902439,500-1500,0,73584.8681346819,0,0
110110,SAN JUAN BAUTISTA,ICA,ICA,32.5,1.71,56,461.564516129032,0-500,0,142348.632821724,0,0
110111,SANTIAGO,ICA,ICA,2767.9,0.22,609,583.577775666603,500-1500,0,284039.997620779,0,0
110112,SUBTANJALLA,ICA,ICA,186,0,0,512.393566698203,500-1500,0,296018.835054513,0,
110113,TATE,ICA,ICA,6.3,0,0,399.64,0-500,0,47578.3795476893,0,
110114,YAUCA DEL ROSARIO,ICA,ICA,1261.5,0.7,883,1686.12232820441,1500-2500,0,11528.1804330393,0,0
110201,CHINCHA ALTA,CHINCHA,ICA,225.2,0,0,782.000391083301,500-1500,0,704369.849111094,0,
110202,ALTO LARAN,CHINCHA,ICA,364.6,0,0,890.119767723204,500-1500,0,81755.2519967589,0,
110203,CHAVIN,CHINCHA,ICA,426.3,1.3,554,2683.96538860104,2500-3500,0,25788.0158859471,0,0
110204,CHINCHA BAJA,CHINCHA,ICA,72.9,0,0,42.5180288461539,0-500,0,132293.339976391,0,
110205,EL CARMEN,CHINCHA,ICA,754.9,0.23,174,1137.29743589744,500-1500,0,126109.848672245,0,0
110206,GROCIO PRADO,CHINCHA,ICA,178,0.3,53,228.260049627792,0-500,0,266816.26270167,0,0
110207,PUEBLO NUEVO,CHINCHA,ICA,210.6,0,0,810.05752396832,500-1500,0,675130.040497266,0,
110208,SAN JUAN DE YANAC,CHINCHA,ICA,441.3,0.81,357,2840.39069674586,2500-3500,0,16579.692918597,0,0
110209,SAN PEDRO DE HUACARPANA,CHINCHA,ICA,210.5,2.6,547,3985.16526845638,>3500,0,9889.18334892423,0,0
110210,SUNAMPE,CHINCHA,ICA,16.2,0,0,64.3555555555556,0-500,0,303087.657713328,0,
110211,TAMBO DE MORA,CHINCHA,ICA,12.7,0,0,11.4929577464789,0-500,0,60336.3459856295,0,
110301,NASCA,NASCA,ICA,1143.4,0.48,549,729.244037119411,500-1500,0,273520.977063753,0,0
110302,CHANGUILLO,NASCA,ICA,954.7,0,0,434.21889041724,0-500,0,19968.2900232019,0,
110303,EL INGENIO,NASCA,ICA,611.3,0.18,110,958.099914113942,500-1500,0,33087.2727530479,0,0
110304,MARCONA,NASCA,ICA,1943.8,0,0,758.970305480683,500-1500,0,167821.336844503,0,
110305,VISTA ALEGRE,NASCA,ICA,534.1,0.84,449,1122.89795249795,500-1500,0,225481.4603375,0,0
110401,PALPA,PALPA,ICA,131.3,0,0,818.847389558233,500-1500,0,79299.7971824427,0,
110402,LLIPATA,PALPA,ICA,182.5,0,0,595.164829899377,500-1500,0,16157.7072748268,0,
110403,RIO GRANDE,PALPA,ICA,313.7,0,0,1208.27458100559,500-1500,0,26745.2679425837,0,
110404,SANTA CRUZ,PALPA,ICA,253.7,0,0,804.593684941013,500-1500,0,9363.00866217517,0,
110405,TIBILLO,PALPA,ICA,335.8,0,0,2280.92967320261,1500-2500,0,3247.01092896175,0,
110501,PISCO,PISCO,ICA,24.7,0,0,27.8475177304965,0-500,0,723929.575910269,0,
110502,HUANCANO,PISCO,ICA,898.3,1.13,1015,2205.22327721222,1500-2500,0,13114.2198100407,0,0
110503,HUMAY,PISCO,ICA,909.6,0.07,64,1025.09718595881,500-1500,0,52902.4653243848,0,0
110504,INDEPENDENCIA,PISCO,ICA,268.6,0,0,324.29799803085,0-500,0,132281.620812147,0,
110505,PARACAS,PISCO,ICA,1425.2,0.03,43,253.186148253127,0-500,0,86032.156279509,0,0
110506,SAN ANDRES,PISCO,ICA,232.4,0,0,170.095760787282,0-500,0,145774.416338458,0,
110507,SAN CLEMENTE,PISCO,ICA,136.8,0,0,78.3525641025641,0-500,0,267068.34486332,0,
110508,TUPAC AMARU INCA,PISCO,ICA,55.6,0,0,140.090047393365,0-500,0,177358.88316904,0,
120101,HUANCAYO,HUANCAYO,JUNIN,226.7,1.38,313,4291.8390625,>3500,0,1122618.20121537,0,0
120104,CARHUACALLANGA,HUANCAYO,JUNIN,13.1,5.55,73,3724.33783783784,>3500,0,4101.07520325203,0,0
120105,CHACAPAMPA,HUANCAYO,JUNIN,125.3,6.61,828,4012.16244725738,>3500,0,8295.3744813278,0,0
120106,CHICCHE,HUANCAYO,JUNIN,41.4,7.1,294,3869.74630021142,>3500,0,6009.7875862069,0,0
120107,CHILCA,HUANCAYO,JUNIN,26.8,9.91,266,3578.14935064935,>3500,0,906690.131364573,0,0
120108,CHONGOS ALTO,HUANCAYO,JUNIN,701.9,10.46,7342,4480.41346275054,>3500,0,13472.0785714286,0,0
120111,CHUPURO,HUANCAYO,JUNIN,41.6,7.43,309,3840.35181236674,>3500,0,18583.0171755725,0,0
120112,COLCA,HUANCAYO,JUNIN,110.8,6.23,690,3731.10088070456,>3500,0,9115.27602674308,0,0
120113,CULLHUAS,HUANCAYO,JUNIN,110.8,2.15,238,3824.17051792829,>3500,0,11500.4330125833,0,0
120114,EL TAMBO,HUANCAYO,JUNIN,166.3,6.04,1004,4067.43466666667,>3500,0,1585078.63088761,0,0
120116,HUACRAPUQUIO,HUANCAYO,JUNIN,24.3,6.6,160,3399.19926199262,2500-3500,0,12541,0,0
120117,HUALHUAS,HUANCAYO,JUNIN,13.6,9.9,135,3481.09271523179,2500-3500,0,53470.4611158798,0,0
120119,HUANCAN,HUANCAYO,JUNIN,12.3,9.21,113,3229.76258992806,2500-3500,0,274484.138597538,0,0
120120,HUASICANCHA,HUANCAYO,JUNIN,52,8.33,433,3820.35363790186,>3500,0,7418.14152046784,0,0
120121,HUAYUCACHI,HUANCAYO,JUNIN,14,8.15,114,3229.96855345912,2500-3500,0,97763.7917795423,0,0
120122,INGENIO,HUANCAYO,JUNIN,54.1,6.22,337,4114.90343698854,>3500,0,21661.1169093851,0,0
120124,PARIAHUANCA,HUANCAYO,JUNIN,580.3,3.04,1764,3623.28466707392,>3500,0,45366.307591623,0,0
120125,PILCOMAYO,HUANCAYO,JUNIN,8.9,10.64,95,3212.22,2500-3500,0,221465.429855803,0,0
120126,PUCARA,HUANCAYO,JUNIN,111.2,4.58,509,3958.1461477363,>3500,0,42926.7536965769,0,0
120127,QUICHUAY,HUANCAYO,JUNIN,30.4,12.48,379,4149.34492753623,>3500,1,17115,58.428279287175,293.169158604515
120128,QUILCAS,HUANCAYO,JUNIN,159.5,3.95,630,4364.88981173865,>3500,0,36757.0554187192,0,0
120129,SAN AGUSTIN,HUANCAYO,JUNIN,26.2,8.86,232,3481.94932432432,2500-3500,0,172912.687503495,0,0
120130,SAN JERONIMO DE TUNAN,HUANCAYO,JUNIN,21,10.91,229,3373.92372881356,2500-3500,0,117759.860006264,0,0
120132,SAÑO,HUANCAYO,JUNIN,13,9.9,129,3554.11333333333,>3500,0,57695.2092043429,0,0
120133,SAPALLANGA,HUANCAYO,JUNIN,123.5,9.37,1157,3850.11574406902,>3500,0,231912.128549581,0,0
120134,SICAYA,HUANCAYO,JUNIN,42,10.25,430,3265.78361344538,2500-3500,0,207096.861142272,0,0
120135,SANTO DOMINGO DE ACOBAMBA,HUANCAYO,JUNIN,876.4,3.65,3199,3041.3482566953,2500-3500,0,55985.2734076676,0,0
120136,VIQUES,HUANCAYO,JUNIN,6.1,6.93,42,3202.21917808219,2500-3500,0,26548.2183708839,0,0
120201,CONCEPCION,CONCEPCION,JUNIN,18.2,11.02,201,3336.45893719807,2500-3500,0,152277.153207865,0,0
120202,ACO,CONCEPCION,JUNIN,38.9,10.35,403,3792.88713318284,>3500,0,14498.3169562612,0,0
120203,ANDAMARCA,CONCEPCION,JUNIN,505.5,3.52,1779,3811.41972275838,>3500,0,28960.4194649972,0,0
120204,CHAMBARA,CONCEPCION,JUNIN,109.1,6.44,703,3829.35638730675,>3500,0,23723.1788617886,0,0
120205,COCHAS,CONCEPCION,JUNIN,108.4,3.04,330,3679.96795398521,>3500,0,17463.180952381,0,0
120206,COMAS,CONCEPCION,JUNIN,948.4,1.67,1584,4143.65713484721,>3500,0,46580.90805841,0,0
120207,HEROINAS TOLEDO,CONCEPCION,JUNIN,25.1,11.91,299,3981.72401433692,>3500,0,8215.97761953204,0,0
120208,MANZANARES,CONCEPCION,JUNIN,17.4,10.22,178,3599.10152284264,>3500,0,13697,0,0
120209,MARISCAL CASTILLA,CONCEPCION,JUNIN,56.2,2.57,144,3004.47798742138,2500-3500,0,13076.0061141304,0,0
120210,MATAHUASI,CONCEPCION,JUNIN,23.6,10.17,240,3296.34831460674,2500-3500,0,57384.6358242463,0,0
120211,MITO,CONCEPCION,JUNIN,25.2,10.35,261,3367.75800711744,2500-3500,0,13026,0,0
120212,NUEVE DE JULIO,CONCEPCION,JUNIN,6.8,11.39,77,3333.8961038961,2500-3500,0,23489.0261254019,0,0
120213,ORCOTUNA,CONCEPCION,JUNIN,45.1,10.11,456,3382.54296875,2500-3500,0,47721.1034616881,0,0
120214,SAN JOSE DE QUERO,CONCEPCION,JUNIN,308,14.06,4330,4139.65662650602,>3500,0,50506.5239002425,0,0
120215,SANTA ROSA DE OCOPA,CONCEPCION,JUNIN,16.1,11.91,192,3498.1043956044,2500-3500,0,18686.0042857143,0,0
120301,CHANCHAMAYO,CHANCHAMAYO,JUNIN,738.5,11.21,8279,2042.98363023592,1500-2500,0,263226.609198178,0,0
120302,PERENE,CHANCHAMAYO,JUNIN,1490,7.66,11413,1479.21649976156,500-1500,0,542558.871182315,0,0
120303,PICHANAQUI,CHANCHAMAYO,JUNIN,1242.4,12.63,15692,1377.46616111032,500-1500,0,378629.238445451,0,0
120304,SAN LUIS DE SHUARO,CHANCHAMAYO,JUNIN,192.4,9.82,1889,1400.45185185185,500-1500,0,33851.0443266683,0,0
120305,SAN RAMON,CHANCHAMAYO,JUNIN,621.3,7.13,4430,2334.29490117445,1500-2500,0,265813.377269302,0,0
120306,VITOC,CHANCHAMAYO,JUNIN,393,11.09,4358,2640.24070317782,2500-3500,0,14976.8962795941,0,0
120401,JAUJA,JAUJA,JUNIN,9.5,15.74,150,3386.42727272727,2500-3500,0,180647.415271436,0,0
120402,ACOLLA,JAUJA,JUNIN,120.1,6.44,773,3789.39867354458,>3500,0,53151.983405138,0,0
120403,APATA,JAUJA,JUNIN,419.6,6.05,2539,4097.37964527027,>3500,0,40701.1461621622,0,0
120404,ATAURA,JAUJA,JUNIN,5.6,14.32,80,3391.14285714286,2500-3500,0,12502.0726744186,0,0
120405,CANCHAYLLO,JAUJA,JUNIN,946.2,12.99,12291,4393.8018161393,>3500,1,15052.0146799765,66.4362891786364,9.04003832976252
120406,CURICACA,JAUJA,JUNIN,65.5,11.4,747,4006.80108254398,>3500,0,12801.3272481406,0,0
120407,EL MANTARO,JAUJA,JUNIN,17.9,9.1,163,3481.76119402985,2500-3500,0,24765.0525739321,0,0
120408,HUAMALI,JAUJA,JUNIN,19.7,11.77,232,3677.80630630631,>3500,0,14621.2872403561,0,0
120409,HUARIPAMPA,JAUJA,JUNIN,14.3,14.32,205,3540.68944099379,>3500,0,9920.01469237833,0,0
120410,HUERTAS,JAUJA,JUNIN,12,19.81,238,3410.57352941177,2500-3500,0,20203.493877551,0,0
120411,JANJAILLO,JAUJA,JUNIN,32.5,9.56,311,3941.94808743169,>3500,0,4896.39335664336,0,0
120412,JULCAN,JAUJA,JUNIN,19.1,19.81,378,3682.7023255814,>3500,0,6719.046875,0,0
120413,LEONOR ORDOÑEZ,JAUJA,JUNIN,21.1,8.83,186,3655.2375,>3500,0,14405.0024645718,0,0
120414,LLOCLLAPAMPA,JAUJA,JUNIN,109.2,14.12,1542,4010.07491856678,>3500,0,10426.1206030151,0,0
120415,MARCO,JAUJA,JUNIN,28.7,11.67,335,3602.41538461538,>3500,1,12610.0731052985,79.3016814137123,331.67495854063
120416,MASMA,JAUJA,JUNIN,14.5,13.47,195,3607.60365853659,>3500,0,15575.5657458564,0,0
120417,MASMA CHICCHE,JAUJA,JUNIN,33.7,12.76,430,3968.64751958225,>3500,0,6522.19047619048,0,0
120418,MOLINOS,JAUJA,JUNIN,314,3.75,1178,3920.3610639502,>3500,0,14284.1200244948,0,0
120419,MONOBAMBA,JAUJA,JUNIN,934.7,2.68,2505,3000.73337759651,2500-3500,0,17623.3916532905,0,0
120420,MUQUI,JAUJA,JUNIN,11.9,8.83,105,3489.12030075188,2500-3500,0,9432,0,0
120421,MUQUIYAUYO,JAUJA,JUNIN,20.8,14.32,298,3643.7264957265,>3500,0,21236.0004189359,0,0
120422,PACA,JAUJA,JUNIN,34,4.68,159,3687.42440318302,>3500,0,7622.69213732004,0,0
120423,PACCHA,JAUJA,JUNIN,89.1,11.98,1067,4053.79603960396,>3500,0,12296.3260273973,0,0
120424,PANCAN,JAUJA,JUNIN,11.4,15.74,179,3400.58914728682,2500-3500,0,11203.0633802817,0,0
120425,PARCO,JAUJA,JUNIN,34,11.18,380,3801.31758530184,>3500,0,10084.4483050848,0,0
120426,POMACANCHA,JAUJA,JUNIN,281.3,4.76,1339,4150.34130229632,>3500,0,11973.7433751743,0,0
120427,RICRAN,JAUJA,JUNIN,319.8,3.02,966,4260.90639711991,>3500,0,10730.5101404056,0,0
120428,SAN LORENZO,JAUJA,JUNIN,24.3,9.1,221,3438.03971119134,2500-3500,0,25510.8674132948,0,0
120429,SAN PEDRO DE CHUNAN,JAUJA,JUNIN,8.7,10.08,88,3479.88659793814,2500-3500,0,5878.57388809182,0,0
120430,SAUSA,JAUJA,JUNIN,4.7,13.43,63,3378.78431372549,2500-3500,0,30438.6937669377,0,0
120431,SINCOS,JAUJA,JUNIN,231,8.79,2030,3924.67114351497,>3500,0,37485.0680480339,0,0
120432,TUNAN MARCA,JAUJA,JUNIN,32.7,8.38,274,3712.6875,>3500,0,8704.7084548105,0,0
120433,YAULI,JAUJA,JUNIN,93.1,4.17,388,3944.24026590693,>3500,0,9140.38904109589,0,0
120434,YAUYOS,JAUJA,JUNIN,19.6,13.34,261,3509.17117117117,>3500,0,90585.3593890386,0,0
120501,JUNIN,JUNIN,JUNIN,869.6,9.12,7931,4299.01960984578,>3500,0,98452.4696809448,0,0
120502,CARHUAMAYO,JUNIN,JUNIN,204.6,6.06,1240,4298.98609904431,>3500,0,56863.4457381699,0,0
120503,ONDORES,JUNIN,JUNIN,289.5,11.63,3367,4224.19478527607,>3500,0,9758.41283607979,0,0
120504,ULCUMAYO,JUNIN,JUNIN,1132.2,3.72,4212,3501.91141129349,>3500,0,34598.0494398441,0,0
120601,SATIPO,SATIPO,JUNIN,815.1,9.66,7874,1109.67484729494,500-1500,0,386132.296749893,0,0
120602,COVIRIALI,SATIPO,JUNIN,97.5,14.25,1389,1046.58683729433,500-1500,0,59405.1138048178,0,0
120603,LLAYLLA,SATIPO,JUNIN,308.2,11.56,3563,2147.0666092449,1500-2500,0,68719.7750681199,0,0
120604,MAZAMARI,SATIPO,JUNIN,1258,9.58,12052,932.999365973934,500-1500,0,392633.837013172,0,0
120605,PAMPA HERMOSA,SATIPO,JUNIN,950,7.65,7268,2835.71428571429,2500-3500,0,31681.2833986928,0,0
120606,PANGOA,SATIPO,JUNIN,4413.5,15.48,68321,1561.42511349484,1500-2500,0,594062.124360279,0,0
120607,RIO NEGRO,SATIPO,JUNIN,488.1,12.5,6101,979.926154965442,500-1500,0,312674.478856127,0,0
120608,RIO TAMBO,SATIPO,JUNIN,10209.9,15.94,162746,1279.53787944606,500-1500,0,264453.350946895,0,0
120609,VIZCATÁN DEL ENE,SATIPO,JUNIN,607.2,22.71,13790,1354.00873998543,500-1500,0,54083.1344802072,0,0
120701,TARMA,TARMA,JUNIN,445.3,2.25,1002,3994.74730968513,>3500,1,449517.013323085,2.22460990432249,110.889332446219
120702,ACOBAMBA,TARMA,JUNIN,107.2,1.75,188,3530.56575682382,>3500,0,81530.8669833729,0,0
120703,HUARICOLCA,TARMA,JUNIN,164.6,4.33,713,4023.50673854447,>3500,0,15566.974616605,0,0
120704,HUASAHUASI,TARMA,JUNIN,636.9,4.45,2834,3543.63890051626,>3500,0,84280.6978438515,0,0
120705,LA UNION,TARMA,JUNIN,151.4,4.22,639,4049.99882560188,>3500,0,32406.0533333333,0,0
120706,PALCA,TARMA,JUNIN,270.4,1.94,525,3585.77190679357,>3500,0,52398.2425667731,0,0
120707,PALCAMAYO,TARMA,JUNIN,167.8,0.74,124,4011.39325250395,>3500,0,27011.7808177067,0,0
120708,SAN PEDRO DE CAJAS,TARMA,JUNIN,512,3.14,1608,4070.16698456737,>3500,0,28883.9176504463,0,0
120709,TAPO,TARMA,JUNIN,214.9,3.1,666,3886.98268041237,>3500,0,39063.2258346062,0,0
120801,LA OROYA,YAULI,JUNIN,379.9,10.19,3871,4167.49543218552,>3500,0,119770.882917466,0,0
120802,CHACAPALPA,YAULI,JUNIN,186,10.62,1975,4207.6102661597,>3500,0,5830.47437774524,0,0
