UBIGEO,nombre,anio,poblacion
050801,PAUSA,2025,3399
050801,PAUSA,2026,3403
050802,COLTA,2017,510.142548596112
050802,COLTA,2018,486
050802,COLTA,2019,463
050802,COLTA,2020,440
050802,COLTA,2021,417
050802,COLTA,2022,394
050802,COLTA,2023,372
050802,COLTA,2024,351
050802,COLTA,2025,329
050802,COLTA,2026,307
050803,CORCULLA,2017,476.219298245614
050803,CORCULLA,2018,466
050803,CORCULLA,2019,456
050803,CORCULLA,2020,445
050803,CORCULLA,2021,434
050803,CORCULLA,2022,423
050803,CORCULLA,2023,413
050803,CORCULLA,2024,403
050803,CORCULLA,2025,392
050803,CORCULLA,2026,381
050804,LAMPA,2017,2111.78778926637
050804,LAMPA,2018,2071
050804,LAMPA,2019,2031
050804,LAMPA,2020,1983
050804,LAMPA,2021,1937
050804,LAMPA,2022,1892
050804,LAMPA,2023,1848
050804,LAMPA,2024,1805
050804,LAMPA,2025,1762
050804,LAMPA,2026,1720
050805,MARCABAMBA,2017,664.308176100629
050805,MARCABAMBA,2018,650
050805,MARCABAMBA,2019,636
050805,MARCABAMBA,2020,621
050805,MARCABAMBA,2021,606
050805,MARCABAMBA,2022,591
050805,MARCABAMBA,2023,577
050805,MARCABAMBA,2024,562
050805,MARCABAMBA,2025,548
050805,MARCABAMBA,2026,534
050806,OYOLO,2017,1529.04409937888
050806,OYOLO,2018,1569
050806,OYOLO,2019,1610
050806,OYOLO,2020,1647
050806,OYOLO,2021,1682
050806,OYOLO,2022,1716
050806,OYOLO,2023,1750
050806,OYOLO,2024,1783
050806,OYOLO,2025,1815
050806,OYOLO,2026,1847
050807,PARARCA,2017,448.78640776699
050807,PARARCA,2018,430
050807,PARARCA,2019,412
050807,PARARCA,2020,392
050807,PARARCA,2021,373
050807,PARARCA,2022,354
050807,PARARCA,2023,336
050807,PARARCA,2024,318
050807,PARARCA,2025,300
050807,PARARCA,2026,282
050808,SAN JAVIER DE ALPABAMBA,2017,320.775862068966
050808,SAN JAVIER DE ALPABAMBA,2018,305
050808,SAN JAVIER DE ALPABAMBA,2019,290
050808,SAN JAVIER DE ALPABAMBA,2020,275
050808,SAN JAVIER DE ALPABAMBA,2021,260
050808,SAN JAVIER DE ALPABAMBA,2022,246
050808,SAN JAVIER DE ALPABAMBA,2023,231
050808,SAN JAVIER DE ALPABAMBA,2024,217
050808,SAN JAVIER DE ALPABAMBA,2025,205
050808,SAN JAVIER DE ALPABAMBA,2026,193
050809,SAN JOSE DE USHUA,2017,234.066115702479
050809,SAN JOSE DE USHUA,2018,238
050809,SAN JOSE DE USHUA,2019,242
050809,SAN JOSE DE USHUA,2020,247
050809,SAN JOSE DE USHUA,2021,251
050809,SAN JOSE DE USHUA,2022,255
050809,SAN JOSE DE USHUA,2023,259
050809,SAN JOSE DE USHUA,2024,262
050809,SAN JOSE DE USHUA,2025,266
050809,SAN JOSE DE USHUA,2026,270
050810,SARA SARA,2017,552.047524752475
050810,SARA SARA,2018,528
050810,SARA SARA,2019,505
050810,SARA SARA,2020,483
050810,SARA SARA,2021,460
050810,SARA SARA,2022,438
050810,SARA SARA,2023,417
050810,SARA SARA,2024,395
050810,SARA SARA,2025,374
050810,SARA SARA,2026,353
050901,QUEROBAMBA,2017,2640.0462184874
050901,QUEROBAMBA,2018,2629
050901,QUEROBAMBA,2019,2618
050901,QUEROBAMBA,2020,2600
050901,QUEROBAMBA,2021,2589
050901,QUEROBAMBA,2022,2583
050901,QUEROBAMBA,2023,2577
050901,QUEROBAMBA,2024,2574
050901,QUEROBAMBA,2025,2569
050901,QUEROBAMBA,2026,2565
050902,BELEN,2017,355.692307692308
050902,BELEN,2018,340
050902,BELEN,2019,325
050902,BELEN,2020,310
050902,BELEN,2021,300
050902,BELEN,2022,293
050902,BELEN,2023,287
050902,BELEN,2024,283
050902,BELEN,2025,278
050902,BELEN,2026,275
050903,CHALCOS,2017,517.673596673597
050903,CHALCOS,2018,499
050903,CHALCOS,2019,481
050903,CHALCOS,2020,461
050903,CHALCOS,2021,448
050903,CHALCOS,2022,439
050903,CHALCOS,2023,432
050903,CHALCOS,2024,426
050903,CHALCOS,2025,421
050903,CHALCOS,2026,415
050904,CHILCAYOC,2017,525.394366197183
050904,CHILCAYOC,2018,511
050904,CHILCAYOC,2019,497
050904,CHILCAYOC,2020,481
050904,CHILCAYOC,2021,471
050904,CHILCAYOC,2022,464
050904,CHILCAYOC,2023,458
050904,CHILCAYOC,2024,454
050904,CHILCAYOC,2025,449
050904,CHILCAYOC,2026,445
050905,HUACAÑA,2017,399.791780821918
050905,HUACAÑA,2018,382
050905,HUACAÑA,2019,365
050905,HUACAÑA,2020,348
050905,HUACAÑA,2021,337
050905,HUACAÑA,2022,328
050905,HUACAÑA,2023,322
050905,HUACAÑA,2024,317
050905,HUACAÑA,2025,312
050905,HUACAÑA,2026,307
050906,MORCOLLA,2017,1334.70643642072
050906,MORCOLLA,2018,1304
050906,MORCOLLA,2019,1274
050906,MORCOLLA,2020,1243
050906,MORCOLLA,2021,1223
050906,MORCOLLA,2022,1208
050906,MORCOLLA,2023,1197
050906,MORCOLLA,2024,1187
050906,MORCOLLA,2025,1178
050906,MORCOLLA,2026,1170
050907,PAICO,2017,597.242647058824
050907,PAICO,2018,570
050907,PAICO,2019,544
050907,PAICO,2020,517
050907,PAICO,2021,499
050907,PAICO,2022,486
050907,PAICO,2023,477
050907,PAICO,2024,469
050907,PAICO,2025,461
050907,PAICO,2026,453
050908,SAN PEDRO DE LARCAY,2017,855.203860072376
050908,SAN PEDRO DE LARCAY,2018,842
050908,SAN PEDRO DE LARCAY,2019,829
050908,SAN PEDRO DE LARCAY,2020,814
050908,SAN PEDRO DE LARCAY,2021,805
050908,SAN PEDRO DE LARCAY,2022,798
050908,SAN PEDRO DE LARCAY,2023,793
050908,SAN PEDRO DE LARCAY,2024,788
050908,SAN PEDRO DE LARCAY,2025,784
050908,SAN PEDRO DE LARCAY,2026,780
050909,SAN SALVADOR DE QUIJE,2017,1074.06211812627
050909,SAN SALVADOR DE QUIJE,2018,1027
050909,SAN SALVADOR DE QUIJE,2019,982
050909,SAN SALVADOR DE QUIJE,2020,936
050909,SAN SALVADOR DE QUIJE,2021,906
050909,SAN SALVADOR DE QUIJE,2022,883
050909,SAN SALVADOR DE QUIJE,2023,867
050909,SAN SALVADOR DE QUIJE,2024,853
050909,SAN SALVADOR DE QUIJE,2025,839
050909,SAN SALVADOR DE QUIJE,2026,826
050910,SANTIAGO DE PAUCARAY,2017,638.976271186441
050910,SANTIAGO DE PAUCARAY,2018,614
050910,SANTIAGO DE PAUCARAY,2019,590
050910,SANTIAGO DE PAUCARAY,2020,565
050910,SANTIAGO DE PAUCARAY,2021,549
050910,SANTIAGO DE PAUCARAY,2022,537
050910,SANTIAGO DE PAUCARAY,2023,528
050910,SANTIAGO DE PAUCARAY,2024,520
050910,SANTIAGO DE PAUCARAY,2025,513
050910,SANTIAGO DE PAUCARAY,2026,506
050911,SORAS,2017,1074.31213872832
050911,SORAS,2018,1056
050911,SORAS,2019,1038
050911,SORAS,2020,1017
050911,SORAS,2021,1004
050911,SORAS,2022,994
050911,SORAS,2023,987
050911,SORAS,2024,981
050911,SORAS,2025,976
050911,SORAS,2026,970
051001,HUANCAPI,2017,2003.83203328133
051001,HUANCAPI,2018,1963
051001,HUANCAPI,2019,1923
051001,HUANCAPI,2020,1878
051001,HUANCAPI,2021,1847
051001,HUANCAPI,2022,1823
051001,HUANCAPI,2023,1803
051001,HUANCAPI,2024,1786
051001,HUANCAPI,2025,1769
051001,HUANCAPI,2026,1752
051002,ALCAMENCA,2017,1625.71506105834
051002,ALCAMENCA,2018,1548
051002,ALCAMENCA,2019,1474
051002,ALCAMENCA,2020,1399
051002,ALCAMENCA,2021,1345
051002,ALCAMENCA,2022,1302
051002,ALCAMENCA,2023,1268
051002,ALCAMENCA,2024,1238
051002,ALCAMENCA,2025,1208
051002,ALCAMENCA,2026,1178
051003,APONGO,2017,682.52657807309
051003,APONGO,2018,641
051003,APONGO,2019,602
051003,APONGO,2020,565
051003,APONGO,2021,537
051003,APONGO,2022,516
051003,APONGO,2023,498
051003,APONGO,2024,483
051003,APONGO,2025,469
051003,APONGO,2026,455
051004,ASQUIPATA,2017,488.00826446281
051004,ASQUIPATA,2018,486
051004,ASQUIPATA,2019,484
051004,ASQUIPATA,2020,482
051004,ASQUIPATA,2021,481
051004,ASQUIPATA,2022,480
051004,ASQUIPATA,2023,478
051004,ASQUIPATA,2024,476
051004,ASQUIPATA,2025,474
051004,ASQUIPATA,2026,472
051005,CANARIA,2017,4055.00618046972
051005,CANARIA,2018,4050
051005,CANARIA,2019,4045
051005,CANARIA,2020,4027
051005,CANARIA,2021,4018
051005,CANARIA,2022,4012
051005,CANARIA,2023,4007
051005,CANARIA,2024,4002
051005,CANARIA,2025,3998
051005,CANARIA,2026,3997
051006,CAYARA,2017,1190.22107081174
051006,CAYARA,2018,1174
051006,CAYARA,2019,1158
051006,CAYARA,2020,1138
051006,CAYARA,2021,1125
051006,CAYARA,2022,1115
051006,CAYARA,2023,1106
051006,CAYARA,2024,1099
051006,CAYARA,2025,1092
051006,CAYARA,2026,1085
051007,COLCA,2017,1071.24639076035
051007,COLCA,2018,1055
051007,COLCA,2019,1039
051007,COLCA,2020,1020
051007,COLCA,2021,1007
051007,COLCA,2022,997
051007,COLCA,2023,989
051007,COLCA,2024,982
051007,COLCA,2025,975
051007,COLCA,2026,968
051008,HUAMANQUIQUIA,2017,1150.15035587189
051008,HUAMANQUIQUIA,2018,1137
051008,HUAMANQUIQUIA,2019,1124
051008,HUAMANQUIQUIA,2020,1107
051008,HUAMANQUIQUIA,2021,1096
051008,HUAMANQUIQUIA,2022,1087
051008,HUAMANQUIQUIA,2023,1081
051008,HUAMANQUIQUIA,2024,1075
051008,HUAMANQUIQUIA,2025,1069
051008,HUAMANQUIQUIA,2026,1063
051009,HUANCARAYLLA,2017,1362.18550272798
051009,HUANCARAYLLA,2018,1322
051009,HUANCARAYLLA,2019,1283
051009,HUANCARAYLLA,2020,1241
051009,HUANCARAYLLA,2021,1211
051009,HUANCARAYLLA,2022,1188
051009,HUANCARAYLLA,2023,1170
051009,HUANCARAYLLA,2024,1153
051009,HUANCARAYLLA,2025,1137
051009,HUANCARAYLLA,2026,1121
051010,HUALLA,2017,2237.24830917874
051010,HUALLA,2018,2152
051010,HUALLA,2019,2070
051010,HUALLA,2020,1985
051010,HUALLA,2021,1924
051010,HUALLA,2022,1876
051010,HUALLA,2023,1838
051010,HUALLA,2024,1804
051010,HUALLA,2025,1771
051010,HUALLA,2026,1738
051011,SARHUA,2017,2725.38481773769
051011,SARHUA,2018,2693
051011,SARHUA,2019,2661
051011,SARHUA,2020,2624
051011,SARHUA,2021,2599
051011,SARHUA,2022,2579
051011,SARHUA,2023,2563
051011,SARHUA,2024,2549
051011,SARHUA,2025,2536
051011,SARHUA,2026,2524
051012,VILCANCHOS,2017,2529.68696362893
051012,VILCANCHOS,2018,2488
051012,VILCANCHOS,2019,2447
051012,VILCANCHOS,2020,2400
051012,VILCANCHOS,2021,2368
051012,VILCANCHOS,2022,2343
051012,VILCANCHOS,2023,2323
051012,VILCANCHOS,2024,2307
051012,VILCANCHOS,2025,2290
051012,VILCANCHOS,2026,2273
051101,VILCAS HUAMAN,2017,6935.73525438992
051101,VILCAS HUAMAN,2018,6798
051101,VILCAS HUAMAN,2019,6663
051101,VILCAS HUAMAN,2020,6513
051101,VILCAS HUAMAN,2021,6421
051101,VILCAS HUAMAN,2022,6353
051101,VILCAS HUAMAN,2023,6306
051101,VILCAS HUAMAN,2024,6265
051101,VILCAS HUAMAN,2025,6229
051101,VILCAS HUAMAN,2026,6193
051102,ACCOMARCA,2017,956.303269447576
051102,ACCOMARCA,2018,921
051102,ACCOMARCA,2019,887
051102,ACCOMARCA,2020,851
051102,ACCOMARCA,2021,828
051102,ACCOMARCA,2022,812
051102,ACCOMARCA,2023,801
051102,ACCOMARCA,2024,791
051102,ACCOMARCA,2025,782
051102,ACCOMARCA,2026,772
051103,CARHUANCA,2017,885.688172043011
051103,CARHUANCA,2018,861
051103,CARHUANCA,2019,837
051103,CARHUANCA,2020,812
051103,CARHUANCA,2021,796
051103,CARHUANCA,2022,785
051103,CARHUANCA,2023,776
051103,CARHUANCA,2024,770
051103,CARHUANCA,2025,763
051103,CARHUANCA,2026,758
051104,CONCEPCION,2017,1812.19549330085
051104,CONCEPCION,2018,1725
051104,CONCEPCION,2019,1642
051104,CONCEPCION,2020,1558
051104,CONCEPCION,2021,1504
051104,CONCEPCION,2022,1465
051104,CONCEPCION,2023,1437
051104,CONCEPCION,2024,1414
051104,CONCEPCION,2025,1392
051104,CONCEPCION,2026,1370
051105,HUAMBALPA,2017,1464.6825633383
051105,HUAMBALPA,2018,1402
051105,HUAMBALPA,2019,1342
051105,HUAMBALPA,2020,1280
051105,HUAMBALPA,2021,1240
051105,HUAMBALPA,2022,1212
051105,HUAMBALPA,2023,1191
051105,HUAMBALPA,2024,1175
051105,HUAMBALPA,2025,1158
051105,HUAMBALPA,2026,1143
051106,INDEPENDENCIA,2017,1239.93094405594
051106,INDEPENDENCIA,2018,1191
051106,INDEPENDENCIA,2019,1144
051106,INDEPENDENCIA,2020,1095
051106,INDEPENDENCIA,2021,1064
051106,INDEPENDENCIA,2022,1042
051106,INDEPENDENCIA,2023,1025
051106,INDEPENDENCIA,2024,1012
051106,INDEPENDENCIA,2025,999
051106,INDEPENDENCIA,2026,987
051107,SAURAMA,2017,1135.83720930233
051107,SAURAMA,2018,1105
051107,SAURAMA,2019,1075
051107,SAURAMA,2020,1042
051107,SAURAMA,2021,1022
051107,SAURAMA,2022,1007
051107,SAURAMA,2023,996
051107,SAURAMA,2024,988
051107,SAURAMA,2025,979
051107,SAURAMA,2026,971
051108,VISCHONGO,2017,4051.46633039092
051108,VISCHONGO,2018,4008
051108,VISCHONGO,2019,3965
051108,VISCHONGO,2020,3912
051108,VISCHONGO,2021,3881
051108,VISCHONGO,2022,3859
051108,VISCHONGO,2023,3842
051108,VISCHONGO,2024,3829
051108,VISCHONGO,2025,3816
051108,VISCHONGO,2026,3804
060101,CAJAMARCA,2017,230022.805594254
060101,CAJAMARCA,2018,235184
060101,CAJAMARCA,2019,240461
060101,CAJAMARCA,2020,245137
060101,CAJAMARCA,2021,247044
060101,CAJAMARCA,2022,248596
060101,CAJAMARCA,2023,249898
060101,CAJAMARCA,2024,251058
060101,CAJAMARCA,2025,252188
060101,CAJAMARCA,2026,253279
060102,ASUNCION,2017,8601.44475851051
060102,ASUNCION,2018,8366
060102,ASUNCION,2019,8137
060102,ASUNCION,2020,7896
060102,ASUNCION,2021,7632
060102,ASUNCION,2022,7359
060102,ASUNCION,2023,7083
060102,ASUNCION,2024,6805
060102,ASUNCION,2025,6531
060102,ASUNCION,2026,6259
060103,CHETILLA,2017,3890.00644329897
060103,CHETILLA,2018,3885
060103,CHETILLA,2019,3880
060103,CHETILLA,2020,3863
060103,CHETILLA,2021,3847
060103,CHETILLA,2022,3827
060103,CHETILLA,2023,3803
060103,CHETILLA,2024,3778
060103,CHETILLA,2025,3754
060103,CHETILLA,2026,3730
060104,COSPAN,2017,7310.26806978676
060104,COSPAN,2018,7266
060104,COSPAN,2019,7222
060104,COSPAN,2020,7159
060104,COSPAN,2021,7117
060104,COSPAN,2022,7069
060104,COSPAN,2023,7018
060104,COSPAN,2024,6966
060104,COSPAN,2025,6914
060104,COSPAN,2026,6863
060105,ENCAÑADA,2017,20716.0090595766
060105,ENCAÑADA,2018,20512
060105,ENCAÑADA,2019,20310
060105,ENCAÑADA,2020,20052
060105,ENCAÑADA,2021,19735
060105,ENCAÑADA,2022,19393
060105,ENCAÑADA,2023,19036
060105,ENCAÑADA,2024,18673
060105,ENCAÑADA,2025,18314
060105,ENCAÑADA,2026,17957
060106,JESUS,2017,16030.1537948189
060106,JESUS,2018,16255
060106,JESUS,2019,16483
060106,JESUS,2020,16666
060106,JESUS,2021,16751
060106,JESUS,2022,16813
060106,JESUS,2023,16858
060106,JESUS,2024,16893
060106,JESUS,2025,16928
060106,JESUS,2026,16960
060107,LLACANORA,2017,6180.23417332514
060107,LLACANORA,2018,6342
060107,LLACANORA,2019,6508
060107,LLACANORA,2020,6657
060107,LLACANORA,2021,6695
060107,LLACANORA,2022,6723
060107,LLACANORA,2023,6745
060107,LLACANORA,2024,6763
060107,LLACANORA,2025,6781
060107,LLACANORA,2026,6797
060108,LOS BAÑOS DEL INCA,2017,48101.6698186328
060108,LOS BAÑOS DEL INCA,2018,49824
060108,LOS BAÑOS DEL INCA,2019,51608
060108,LOS BAÑOS DEL INCA,2020,53298
060108,LOS BAÑOS DEL INCA,2021,54396
060108,LOS BAÑOS DEL INCA,2022,55412
060108,LOS BAÑOS DEL INCA,2023,56364
060108,LOS BAÑOS DEL INCA,2024,57278
060108,LOS BAÑOS DEL INCA,2025,58177
060108,LOS BAÑOS DEL INCA,2026,59059
060109,MAGDALENA,2017,8885.03265167778
060109,MAGDALENA,2018,8868
060109,MAGDALENA,2019,8851
060109,MAGDALENA,2020,8809
060109,MAGDALENA,2021,8770
060109,MAGDALENA,2022,8722
060109,MAGDALENA,2023,8668
060109,MAGDALENA,2024,8611
060109,MAGDALENA,2025,8555
060109,MAGDALENA,2026,8498
060110,MATARA,2017,3777.02134387352
060110,MATARA,2018,3786
060110,MATARA,2019,3795
060110,MATARA,2020,3793
060110,MATARA,2021,3784
060110,MATARA,2022,3766
060110,MATARA,2023,3748
060110,MATARA,2024,3728
060110,MATARA,2025,3704
060110,MATARA,2026,3682
060111,NAMORA,2017,10085.6881888228
060111,NAMORA,2018,10169
060111,NAMORA,2019,10253
060111,NAMORA,2020,10308
060111,NAMORA,2021,10364
060111,NAMORA,2022,10406
060111,NAMORA,2023,10437
060111,NAMORA,2024,10463
060111,NAMORA,2025,10488
060111,NAMORA,2026,10511
060112,SAN JUAN,2017,4584.03157894737
060112,SAN JUAN,2018,4572
060112,SAN JUAN,2019,4560
060112,SAN JUAN,2020,4532
060112,SAN JUAN,2021,4510
060112,SAN JUAN,2022,4485
060112,SAN JUAN,2023,4455
060112,SAN JUAN,2024,4425
060112,SAN JUAN,2025,4395
060112,SAN JUAN,2026,4365
060201,CAJABAMBA,2017,32525.6777398784
060201,CAJABAMBA,2018,33115
060201,CAJABAMBA,2019,33715
060201,CAJABAMBA,2020,34231
060201,CAJABAMBA,2021,34538
060201,CAJABAMBA,2022,34762
060201,CAJABAMBA,2023,34929
060201,CAJABAMBA,2024,35063
060201,CAJABAMBA,2025,35192
060201,CAJABAMBA,2026,35312
060202,CACHACHI,2017,25152.0556144276
060202,CACHACHI,2018,25315
060202,CACHACHI,2019,25479
060202,CACHACHI,2020,25575
060202,CACHACHI,2021,25589
060202,CACHACHI,2022,25599
060202,CACHACHI,2023,25606
060202,CACHACHI,2024,25611
060202,CACHACHI,2025,25616
060202,CACHACHI,2026,25621
060203,CONDEBAMBA,2017,14718.0242356204
060203,CONDEBAMBA,2018,14929
060203,CONDEBAMBA,2019,15143
060203,CONDEBAMBA,2020,15319
060203,CONDEBAMBA,2021,15434
060203,CONDEBAMBA,2022,15519
060203,CONDEBAMBA,2023,15583
060203,CONDEBAMBA,2024,15637
060203,CONDEBAMBA,2025,15688
060203,CONDEBAMBA,2026,15736
060204,SITACOCHA,2017,8163.13449425713
060204,SITACOCHA,2018,8130
060204,SITACOCHA,2019,8097
060204,SITACOCHA,2020,8042
060204,SITACOCHA,2021,7955
060204,SITACOCHA,2022,7867
060204,SITACOCHA,2023,7778
060204,SITACOCHA,2024,7687
060204,SITACOCHA,2025,7597
060204,SITACOCHA,2026,7505
060301,CELENDIN,2017,27936.9881436668
060301,CELENDIN,2018,28346
060301,CELENDIN,2019,28761
060301,CELENDIN,2020,29097
060301,CELENDIN,2021,29442
060301,CELENDIN,2022,29695
060301,CELENDIN,2023,29886
060301,CELENDIN,2024,30049
060301,CELENDIN,2025,30220
060301,CELENDIN,2026,30396
060302,CHUMUCH,2017,2784.24743777452
060302,CHUMUCH,2018,2758
060302,CHUMUCH,2019,2732
060302,CHUMUCH,2020,2699
060302,CHUMUCH,2021,2667
060302,CHUMUCH,2022,2626
060302,CHUMUCH,2023,2580
060302,CHUMUCH,2024,2531
060302,CHUMUCH,2025,2481
060302,CHUMUCH,2026,2429
060303,CORTEGANA,2017,7492.24966243586
060303,CORTEGANA,2018,7449
060303,CORTEGANA,2019,7406
060303,CORTEGANA,2020,7343
060303,CORTEGANA,2021,7282
060303,CORTEGANA,2022,7197
060303,CORTEGANA,2023,7095
060303,CORTEGANA,2024,6984
060303,CORTEGANA,2025,6871
060303,CORTEGANA,2026,6754
060304,HUASMIN,2017,11379.1425603036
060304,HUASMIN,2018,11223
060304,HUASMIN,2019,11069
060304,HUASMIN,2020,10885
060304,HUASMIN,2021,10703
060304,HUASMIN,2022,10485
060304,HUASMIN,2023,10241
060304,HUASMIN,2024,9982
060304,HUASMIN,2025,9717
060304,HUASMIN,2026,9444
060305,JORGE CHAVEZ,2017,480.076923076923
060305,JORGE CHAVEZ,2018,474
060305,JORGE CHAVEZ,2019,468
060305,JORGE CHAVEZ,2020,461
060305,JORGE CHAVEZ,2021,455
060305,JORGE CHAVEZ,2022,447
060305,JORGE CHAVEZ,2023,438
060305,JORGE CHAVEZ,2024,429
060305,JORGE CHAVEZ,2025,420
060305,JORGE CHAVEZ,2026,411
060306,JOSE GALVEZ,2017,2768.00325850833
060306,JOSE GALVEZ,2018,2765
060306,JOSE GALVEZ,2019,2762
060306,JOSE GALVEZ,2020,2751
060306,JOSE GALVEZ,2021,2740
060306,JOSE GALVEZ,2022,2720
060306,JOSE GALVEZ,2023,2693
060306,JOSE GALVEZ,2024,2662
060306,JOSE GALVEZ,2025,2631
060306,JOSE GALVEZ,2026,2597
060307,MIGUEL IGLESIAS,2017,4115.93188079139
060307,MIGUEL IGLESIAS,2018,4054
060307,MIGUEL IGLESIAS,2019,3993
060307,MIGUEL IGLESIAS,2020,3922
060307,MIGUEL IGLESIAS,2021,3853
060307,MIGUEL IGLESIAS,2022,3771
060307,MIGUEL IGLESIAS,2023,3681
060307,MIGUEL IGLESIAS,2024,3586
060307,MIGUEL IGLESIAS,2025,3489
060307,MIGUEL IGLESIAS,2026,3391
060308,OXAMARCA,2017,5944.20854613551
060308,OXAMARCA,2018,5909
060308,OXAMARCA,2019,5874
060308,OXAMARCA,2020,5824
060308,OXAMARCA,2021,5776
060308,OXAMARCA,2022,5710
060308,OXAMARCA,2023,5632
060308,OXAMARCA,2024,5548
060308,OXAMARCA,2025,5462
060308,OXAMARCA,2026,5376
060309,SOROCHUCO,2017,7985.92854353768
060309,SOROCHUCO,2018,7833
060309,SOROCHUCO,2019,7683
060309,SOROCHUCO,2020,7514
060309,SOROCHUCO,2021,7348
060309,SOROCHUCO,2022,7158
060309,SOROCHUCO,2023,6953
060309,SOROCHUCO,2024,6738
060309,SOROCHUCO,2025,6519
060309,SOROCHUCO,2026,6296
060310,SUCRE,2017,5531.07284647605
060310,SUCRE,2018,5511
060310,SUCRE,2019,5491
060310,SUCRE,2020,5455
060310,SUCRE,2021,5419
060310,SUCRE,2022,5364
060310,SUCRE,2023,5296
060310,SUCRE,2024,5220
060310,SUCRE,2025,5142
060310,SUCRE,2026,5060
060311,UTCO,2017,1127.20510483136
060311,UTCO,2018,1112
060311,UTCO,2019,1097
060311,UTCO,2020,1081
060311,UTCO,2021,1067
060311,UTCO,2022,1052
060311,UTCO,2023,1036
060311,UTCO,2024,1021
060311,UTCO,2025,1007
060311,UTCO,2026,995
060312,LA LIBERTAD DE PALLAN,2017,7032.26619637201
060312,LA LIBERTAD DE PALLAN,2018,6989
060312,LA LIBERTAD DE PALLAN,2019,6946
060312,LA LIBERTAD DE PALLAN,2020,6884
060312,LA LIBERTAD DE PALLAN,2021,6823
060312,LA LIBERTAD DE PALLAN,2022,6740
060312,LA LIBERTAD DE PALLAN,2023,6641
060312,LA LIBERTAD DE PALLAN,2024,6533
060312,LA LIBERTAD DE PALLAN,2025,6422
060312,LA LIBERTAD DE PALLAN,2026,6308
060401,CHOTA,2017,49808.3589002301
060401,CHOTA,2018,50325
060401,CHOTA,2019,50847
060401,CHOTA,2020,51231
060401,CHOTA,2021,51686
060401,CHOTA,2022,52061
060401,CHOTA,2023,52378
060401,CHOTA,2024,52658
060401,CHOTA,2025,52925
060401,CHOTA,2026,53177
060402,ANGUIA,2017,3423.32401215806
060402,ANGUIA,2018,3356
060402,ANGUIA,2019,3290
060402,ANGUIA,2020,3216
060402,ANGUIA,2021,3147
060402,ANGUIA,2022,3074
060402,ANGUIA,2023,2998
060402,ANGUIA,2024,2922
060402,ANGUIA,2025,2846
060402,ANGUIA,2026,2770
060403,CHADIN,2017,3725.21368220224
060403,CHADIN,2018,3697
060403,CHADIN,2019,3669
060403,CHADIN,2020,3632
060403,CHADIN,2021,3600
060403,CHADIN,2022,3563
060403,CHADIN,2023,3523
060403,CHADIN,2024,3481
060403,CHADIN,2025,3439
060403,CHADIN,2026,3397
060404,CHIGUIRIP,2017,3839.21193304536
060404,CHIGUIRIP,2018,3771
060404,CHIGUIRIP,2019,3704
060404,CHIGUIRIP,2020,3628
060404,CHIGUIRIP,2021,3558
060404,CHIGUIRIP,2022,3483
060404,CHIGUIRIP,2023,3405
060404,CHIGUIRIP,2024,3325
060404,CHIGUIRIP,2025,3247
060404,CHIGUIRIP,2026,3168
060405,CHIMBAN,2017,2418.21679859279
060405,CHIMBAN,2018,2345
060405,CHIMBAN,2019,2274
060405,CHIMBAN,2020,2201
060405,CHIMBAN,2021,2130
060405,CHIMBAN,2022,2056
060405,CHIMBAN,2023,1981
060405,CHIMBAN,2024,1906
060405,CHIMBAN,2025,1831
060405,CHIMBAN,2026,1757
060406,CHOROPAMPA,2017,2502.61716449306
060406,CHOROPAMPA,2018,2439
060406,CHOROPAMPA,2019,2377
060406,CHOROPAMPA,2020,2311
060406,CHOROPAMPA,2021,2248
060406,CHOROPAMPA,2022,2182
060406,CHOROPAMPA,2023,2114
060406,CHOROPAMPA,2024,2046
060406,CHOROPAMPA,2025,1979
060406,CHOROPAMPA,2026,1911
060407,COCHABAMBA,2017,6001.4409221902
060407,COCHABAMBA,2018,5950
060407,COCHABAMBA,2019,5899
060407,COCHABAMBA,2020,5832
060407,COCHABAMBA,2021,5774
060407,COCHABAMBA,2022,5708
060407,COCHABAMBA,2023,5637
060407,COCHABAMBA,2024,5564
060407,COCHABAMBA,2025,5490
060407,COCHABAMBA,2026,5415
060408,CONCHAN,2017,6040.12178416305
060408,CONCHAN,2018,6013
060408,CONCHAN,2019,5986
060408,CONCHAN,2020,5944
060408,CONCHAN,2021,5911
060408,CONCHAN,2022,5869
060408,CONCHAN,2023,5821
060408,CONCHAN,2024,5770
060408,CONCHAN,2025,5719
060408,CONCHAN,2026,5667
060409,HUAMBOS,2017,8762.30034642032
060409,HUAMBOS,2018,8711
060409,HUAMBOS,2019,8660
060409,HUAMBOS,2020,8584
060409,HUAMBOS,2021,8522
060409,HUAMBOS,2022,8448
060409,HUAMBOS,2023,8366
060409,HUAMBOS,2024,8280
060409,HUAMBOS,2025,8193
060409,HUAMBOS,2026,8106
060410,LAJAS,2017,11809.3506549097
060410,LAJAS,2018,11745
060410,LAJAS,2019,11681
060410,LAJAS,2020,11586
060410,LAJAS,2021,11509
060410,LAJAS,2022,11415
060410,LAJAS,2023,11310
060410,LAJAS,2024,11200
060410,LAJAS,2025,11088
060410,LAJAS,2026,10976
060411,LLAMA,2017,7524.21493820527
060411,LLAMA,2018,7484
060411,LLAMA,2019,7444
060411,LLAMA,2020,7385
060411,LLAMA,2021,7337
